image_id,sequence_id,sensor,scene_type,split,question_type,variant,template_id,question,question_paraphrased,answer,answer_type,answer_space,image_path,depth_path,source,evidence
40777073/1131.661,40777073,lidar,unknown,train,identify_superlative,closest_camera,0,"Not counting the walls, floor, or ceiling, which object is closest to the camera?",,cabinet,object,,ARKitScenes/3dod/Training/40777073/40777073_frames/lowres_wide/40777073_1131.661.png,ARKitScenes/3dod/Training/40777073/40777073_frames/lowres_depth/40777073_1131.661.png,rule,"{""winner_concept"": ""cabinet"", ""winner_object_index"": 1, ""winner_area_frac"": 0.11910253521103686, ""winner_depth_m"": 1.5069999694824219, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
40777073/1131.661,40777073,lidar,unknown,train,identify_superlative,farthest_camera,3,"Ignoring the walls, floor, and ceiling, what object is farthest from the viewer?",,cabinet,object,,ARKitScenes/3dod/Training/40777073/40777073_frames/lowres_wide/40777073_1131.661.png,ARKitScenes/3dod/Training/40777073/40777073_frames/lowres_depth/40777073_1131.661.png,rule,"{""winner_concept"": ""cabinet"", ""winner_object_index"": 1, ""winner_area_frac"": 0.11910253521103686, ""winner_depth_m"": 1.5069999694824219, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
40777073/1135.560,40777073,lidar,unknown,train,identify_superlative,closest_camera,4,"Not counting the room's walls, floor, or ceiling, which object is closest to us in this image?",,cabinet,object,,ARKitScenes/3dod/Training/40777073/40777073_frames/lowres_wide/40777073_1135.560.png,ARKitScenes/3dod/Training/40777073/40777073_frames/lowres_depth/40777073_1135.560.png,rule,"{""winner_concept"": ""cabinet"", ""winner_object_index"": 1, ""winner_area_frac"": 0.15942916318077113, ""winner_depth_m"": 1.5360000133514404, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
40777073/1135.560,40777073,lidar,unknown,train,identify_superlative,farthest_camera,4,"Not counting the room's walls, floor, or ceiling, which object is farthest away in this image?",,cabinet,object,,ARKitScenes/3dod/Training/40777073/40777073_frames/lowres_wide/40777073_1135.560.png,ARKitScenes/3dod/Training/40777073/40777073_frames/lowres_depth/40777073_1135.560.png,rule,"{""winner_concept"": ""cabinet"", ""winner_object_index"": 1, ""winner_area_frac"": 0.15942916318077113, ""winner_depth_m"": 1.5360000133514404, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
40958756/1643.175,40958756,lidar,unknown,train,identify_superlative,closest_camera,1,"Excluding the walls, floor, and ceiling, what is the nearest object to the camera?",,toilet,object,,ARKitScenes/3dod/Training/40958756/40958756_frames/lowres_wide/40958756_1643.175.png,ARKitScenes/3dod/Training/40958756/40958756_frames/lowres_depth/40958756_1643.175.png,rule,"{""winner_concept"": ""toilet"", ""winner_object_index"": 0, ""winner_area_frac"": 0.2573943385192542, ""winner_depth_m"": 0.8519999980926514, ""runner_up_concept"": ""sink"", ""runner_up_area_frac"": 0.07224330818641468, ""runner_up_depth_m"": 1.244499921798706}"
40958756/1643.175,40958756,lidar,unknown,train,identify_superlative,farthest_camera,4,"Not counting the room's walls, floor, or ceiling, which object is farthest away in this image?",,sink,object,,ARKitScenes/3dod/Training/40958756/40958756_frames/lowres_wide/40958756_1643.175.png,ARKitScenes/3dod/Training/40958756/40958756_frames/lowres_depth/40958756_1643.175.png,rule,"{""winner_concept"": ""sink"", ""winner_object_index"": 1, ""winner_area_frac"": 0.07224330818641468, ""winner_depth_m"": 1.244499921798706, ""runner_up_concept"": ""toilet"", ""runner_up_area_frac"": 0.2573943385192542, ""runner_up_depth_m"": 0.8519999980926514}"
40958767/2082.289,40958767,lidar,unknown,val,identify_superlative,closest_camera,0,"Not counting the walls, floor, or ceiling, which object is closest to the camera?",,table,object,,ARKitScenes/3dod/Training/40958767/40958767_frames/lowres_wide/40958767_2082.289.png,ARKitScenes/3dod/Training/40958767/40958767_frames/lowres_depth/40958767_2082.289.png,rule,"{""winner_concept"": ""table"", ""winner_object_index"": 4, ""winner_area_frac"": 0.18488581668542256, ""winner_depth_m"": 1.8250000476837158, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
40958767/2082.289,40958767,lidar,unknown,val,identify_superlative,farthest_camera,2,"Among the furniture and items in the room, not the walls, floor, or ceiling, which is farthest from where the picture was taken?",,table,object,,ARKitScenes/3dod/Training/40958767/40958767_frames/lowres_wide/40958767_2082.289.png,ARKitScenes/3dod/Training/40958767/40958767_frames/lowres_depth/40958767_2082.289.png,rule,"{""winner_concept"": ""table"", ""winner_object_index"": 4, ""winner_area_frac"": 0.18488581668542256, ""winner_depth_m"": 1.8250000476837158, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
40958767/2130.969,40958767,lidar,unknown,val,identify_superlative,closest_camera,5,"Excluding the walls, floor, and ceiling, what is the closest visible object to the camera?",,cabinet,object,,ARKitScenes/3dod/Training/40958767/40958767_frames/lowres_wide/40958767_2130.969.png,ARKitScenes/3dod/Training/40958767/40958767_frames/lowres_depth/40958767_2130.969.png,rule,"{""winner_concept"": ""cabinet"", ""winner_object_index"": 21, ""winner_area_frac"": 0.058929991304773104, ""winner_depth_m"": 1.36899995803833, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
40958767/2130.969,40958767,lidar,unknown,val,identify_superlative,farthest_camera,3,"Ignoring the walls, floor, and ceiling, what object is farthest from the viewer?",,cabinet,object,,ARKitScenes/3dod/Training/40958767/40958767_frames/lowres_wide/40958767_2130.969.png,ARKitScenes/3dod/Training/40958767/40958767_frames/lowres_depth/40958767_2130.969.png,rule,"{""winner_concept"": ""cabinet"", ""winner_object_index"": 21, ""winner_area_frac"": 0.058929991304773104, ""winner_depth_m"": 1.36899995803833, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
40958767/2163.373,40958767,lidar,unknown,val,identify_superlative,closest_camera,0,"Not counting the walls, floor, or ceiling, which object is closest to the camera?",,table,object,,ARKitScenes/3dod/Training/40958767/40958767_frames/lowres_wide/40958767_2163.373.png,ARKitScenes/3dod/Training/40958767/40958767_frames/lowres_depth/40958767_2163.373.png,rule,"{""winner_concept"": ""table"", ""winner_object_index"": 6, ""winner_area_frac"": 0.147919803309125, ""winner_depth_m"": 1.5954999923706055, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
40958767/2163.373,40958767,lidar,unknown,val,identify_superlative,farthest_camera,0,"Not counting the walls, floor, or ceiling, which object is farthest from the camera?",,table,object,,ARKitScenes/3dod/Training/40958767/40958767_frames/lowres_wide/40958767_2163.373.png,ARKitScenes/3dod/Training/40958767/40958767_frames/lowres_depth/40958767_2163.373.png,rule,"{""winner_concept"": ""table"", ""winner_object_index"": 6, ""winner_area_frac"": 0.147919803309125, ""winner_depth_m"": 1.5954999923706055, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
40958767/2195.876,40958767,lidar,unknown,val,identify_superlative,closest_camera,0,"Not counting the walls, floor, or ceiling, which object is closest to the camera?",,chair,object,,ARKitScenes/3dod/Training/40958767/40958767_frames/lowres_wide/40958767_2195.876.png,ARKitScenes/3dod/Training/40958767/40958767_frames/lowres_depth/40958767_2195.876.png,rule,"{""winner_concept"": ""chair"", ""winner_object_index"": 2, ""winner_area_frac"": 0.4229078232507331, ""winner_depth_m"": 1.4190000295639038, ""runner_up_concept"": ""table"", ""runner_up_area_frac"": 0.03827955963990073, ""runner_up_depth_m"": 2.4820001125335693}"
40958767/2195.876,40958767,lidar,unknown,val,identify_superlative,farthest_camera,5,"Excluding the walls, floor, and ceiling, what is the most distant visible object in the scene?",,table,object,,ARKitScenes/3dod/Training/40958767/40958767_frames/lowres_wide/40958767_2195.876.png,ARKitScenes/3dod/Training/40958767/40958767_frames/lowres_depth/40958767_2195.876.png,rule,"{""winner_concept"": ""table"", ""winner_object_index"": 4, ""winner_area_frac"": 0.03827955963990073, ""winner_depth_m"": 2.4820001125335693, ""runner_up_concept"": ""chair"", ""runner_up_area_frac"": 0.4229078232507331, ""runner_up_depth_m"": 1.4190000295639038}"
41007582/1294.211,41007582,lidar,unknown,train,identify_superlative,closest_camera,0,"Not counting the walls, floor, or ceiling, which object is closest to the camera?",,television,object,,ARKitScenes/3dod/Training/41007582/41007582_frames/lowres_wide/41007582_1294.211.png,ARKitScenes/3dod/Training/41007582/41007582_frames/lowres_depth/41007582_1294.211.png,rule,"{""winner_concept"": ""television"", ""winner_object_index"": 1, ""winner_area_frac"": 0.35070237152616285, ""winner_depth_m"": 0.6779999732971191, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
41007582/1294.211,41007582,lidar,unknown,train,identify_superlative,farthest_camera,4,"Not counting the room's walls, floor, or ceiling, which object is farthest away in this image?",,television,object,,ARKitScenes/3dod/Training/41007582/41007582_frames/lowres_wide/41007582_1294.211.png,ARKitScenes/3dod/Training/41007582/41007582_frames/lowres_depth/41007582_1294.211.png,rule,"{""winner_concept"": ""television"", ""winner_object_index"": 1, ""winner_area_frac"": 0.35070237152616285, ""winner_depth_m"": 0.6779999732971191, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
41007591/2640.127,41007591,lidar,unknown,train,identify_superlative,closest_camera,1,"Excluding the walls, floor, and ceiling, what is the nearest object to the camera?",,sink,object,,ARKitScenes/3dod/Training/41007591/41007591_frames/lowres_wide/41007591_2640.127.png,ARKitScenes/3dod/Training/41007591/41007591_frames/lowres_depth/41007591_2640.127.png,rule,"{""winner_concept"": ""sink"", ""winner_object_index"": 0, ""winner_area_frac"": 0.22385698332016288, ""winner_depth_m"": 1.0, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
41007591/2640.127,41007591,lidar,unknown,train,identify_superlative,farthest_camera,0,"Not counting the walls, floor, or ceiling, which object is farthest from the camera?",,sink,object,,ARKitScenes/3dod/Training/41007591/41007591_frames/lowres_wide/41007591_2640.127.png,ARKitScenes/3dod/Training/41007591/41007591_frames/lowres_depth/41007591_2640.127.png,rule,"{""winner_concept"": ""sink"", ""winner_object_index"": 0, ""winner_area_frac"": 0.22385698332016288, ""winner_depth_m"": 1.0, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
41048071/4469.317,41048071,lidar,unknown,train,identify_superlative,closest_camera,4,"Not counting the room's walls, floor, or ceiling, which object is closest to us in this image?",,table,object,,ARKitScenes/3dod/Training/41048071/41048071_frames/lowres_wide/41048071_4469.317.png,ARKitScenes/3dod/Training/41048071/41048071_frames/lowres_depth/41048071_4469.317.png,rule,"{""winner_concept"": ""table"", ""winner_object_index"": 5, ""winner_area_frac"": 0.027552192261271705, ""winner_depth_m"": 1.9570000171661377, ""runner_up_concept"": ""cabinet"", ""runner_up_area_frac"": 0.027949584294852153, ""runner_up_depth_m"": 3.0999999046325684}"
41048071/4491.408,41048071,lidar,unknown,train,identify_superlative,closest_camera,1,"Excluding the walls, floor, and ceiling, what is the nearest object to the camera?",,table,object,,ARKitScenes/3dod/Training/41048071/41048071_frames/lowres_wide/41048071_4491.408.png,ARKitScenes/3dod/Training/41048071/41048071_frames/lowres_depth/41048071_4491.408.png,rule,"{""winner_concept"": ""table"", ""winner_object_index"": 2, ""winner_area_frac"": 0.06137159713844731, ""winner_depth_m"": 1.3170000314712524, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
41048071/4491.408,41048071,lidar,unknown,train,identify_superlative,farthest_camera,4,"Not counting the room's walls, floor, or ceiling, which object is farthest away in this image?",,table,object,,ARKitScenes/3dod/Training/41048071/41048071_frames/lowres_wide/41048071_4491.408.png,ARKitScenes/3dod/Training/41048071/41048071_frames/lowres_depth/41048071_4491.408.png,rule,"{""winner_concept"": ""table"", ""winner_object_index"": 2, ""winner_area_frac"": 0.06137159713844731, ""winner_depth_m"": 1.3170000314712524, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
41048142/1719.562,41048142,lidar,unknown,val,identify_superlative,closest_camera,2,"Among the furniture and items in the room, not the walls, floor, or ceiling, which is closest to where the picture was taken from?",,bed,object,,ARKitScenes/3dod/Training/41048142/41048142_frames/lowres_wide/41048142_1719.562.png,ARKitScenes/3dod/Training/41048142/41048142_frames/lowres_depth/41048142_1719.562.png,rule,"{""winner_concept"": ""bed"", ""winner_object_index"": 0, ""winner_area_frac"": 0.026260805468083185, ""winner_depth_m"": 2.8309998512268066, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
41048142/1719.562,41048142,lidar,unknown,val,identify_superlative,farthest_camera,0,"Not counting the walls, floor, or ceiling, which object is farthest from the camera?",,bed,object,,ARKitScenes/3dod/Training/41048142/41048142_frames/lowres_wide/41048142_1719.562.png,ARKitScenes/3dod/Training/41048142/41048142_frames/lowres_depth/41048142_1719.562.png,rule,"{""winner_concept"": ""bed"", ""winner_object_index"": 0, ""winner_area_frac"": 0.026260805468083185, ""winner_depth_m"": 2.8309998512268066, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
41048142/1734.872,41048142,lidar,unknown,val,identify_superlative,closest_camera,5,"Excluding the walls, floor, and ceiling, what is the closest visible object to the camera?",,fireplace,object,,ARKitScenes/3dod/Training/41048142/41048142_frames/lowres_wide/41048142_1734.872.png,ARKitScenes/3dod/Training/41048142/41048142_frames/lowres_depth/41048142_1734.872.png,rule,"{""winner_concept"": ""fireplace"", ""winner_object_index"": 2, ""winner_area_frac"": 0.24753650706702826, ""winner_depth_m"": 2.193000078201294, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
41048142/1734.872,41048142,lidar,unknown,val,identify_superlative,farthest_camera,5,"Excluding the walls, floor, and ceiling, what is the most distant visible object in the scene?",,fireplace,object,,ARKitScenes/3dod/Training/41048142/41048142_frames/lowres_wide/41048142_1734.872.png,ARKitScenes/3dod/Training/41048142/41048142_frames/lowres_depth/41048142_1734.872.png,rule,"{""winner_concept"": ""fireplace"", ""winner_object_index"": 2, ""winner_area_frac"": 0.24753650706702826, ""winner_depth_m"": 2.193000078201294, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
41048142/1742.569,41048142,lidar,unknown,val,identify_superlative,closest_camera,4,"Not counting the room's walls, floor, or ceiling, which object is closest to us in this image?",,cabinet,object,,ARKitScenes/3dod/Training/41048142/41048142_frames/lowres_wide/41048142_1742.569.png,ARKitScenes/3dod/Training/41048142/41048142_frames/lowres_depth/41048142_1742.569.png,rule,"{""winner_concept"": ""cabinet"", ""winner_object_index"": 3, ""winner_area_frac"": 0.00903929105447122, ""winner_depth_m"": 1.9889999628067017, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
41048142/1742.569,41048142,lidar,unknown,val,identify_superlative,farthest_camera,4,"Not counting the room's walls, floor, or ceiling, which object is farthest away in this image?",,cabinet,object,,ARKitScenes/3dod/Training/41048142/41048142_frames/lowres_wide/41048142_1742.569.png,ARKitScenes/3dod/Training/41048142/41048142_frames/lowres_depth/41048142_1742.569.png,rule,"{""winner_concept"": ""cabinet"", ""winner_object_index"": 3, ""winner_area_frac"": 0.00903929105447122, ""winner_depth_m"": 1.9889999628067017, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
41048169/1000.057,41048169,lidar,unknown,train,identify_superlative,closest_camera,5,"Excluding the walls, floor, and ceiling, what is the closest visible object to the camera?",,chair,object,,ARKitScenes/3dod/Training/41048169/41048169_frames/lowres_wide/41048169_1000.057.png,ARKitScenes/3dod/Training/41048169/41048169_frames/lowres_depth/41048169_1000.057.png,rule,"{""winner_concept"": ""chair"", ""winner_object_index"": 8, ""winner_area_frac"": 0.14207895163088116, ""winner_depth_m"": 1.0720000267028809, ""runner_up_concept"": ""chair"", ""runner_up_area_frac"": 0.017522218978603326, ""runner_up_depth_m"": 1.7379999160766602}"
